Loc.code,Province,EcoRegion,Site,SiteName,Aspect_NS,Soil,Loc.code,y,x,elev,Aspect,Slope,Moss,Rocks,Bare Soil,Burrow,Litter Depth,Scat,Shrub Cover,Herb Cover,Mean shrub ht (m,max shrub ht (m),OM,ENR,Bray_P,Olsen_P,PH,K,S,MG,CA,NA,H,CEC,CaMgRatio,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ndvi_mar,ndvi_aug
snsinns,sn,238,si,Sierra Buttes,n,ns,snsinns,39.61446,-120.66515,2127,54.1,21.7,0,35.57,13,0,0.93,0,0.71,41.43,0.01,0.03,18.8,405.4,51.4,28.9,5.4,126,11.6,73,846.7,23,2.1,7.3,11.6,56,138,43,6236,242,-75,317,-4,139,140,-14,1206,206,10,72,573,53,57,566,62,147
snsinse,sn,238,si,Sierra Buttes,n,se,snsinse,39.58113,-120.65667,1804,101,10,0,53.57,7.14,1.43,3,0,7,10.79,0.31,0.31,3.7,104,8.8,1,6.7,40.1,0,789.5,479.7,7.9,0.4,9.4,0.61,81,142,44,6226,266,-50,316,19,164,164,10,1344,236,8,75,658,47,52,646,52,179
snsisns,sn,238,si,Sierra Buttes,s,ns,snsisns,39.61274,-120.66706,2133,221.1,12.6,0,4.71,21.43,0.14,0.93,0,60.71,10.14,0.74,1.13,12.5,280.8,12.5,8.6,5.6,202.1,15.14,77.2,1169,24.2,2.2,9.3,15.14,56,138,43,6250,242,-75,317,-3,139,141,-14,1213,208,10,72,577,53,57,570,62,152
snsisse,sn,238,si,Sierra Buttes,s,se,snsisse,39.58108,-120.65710,1799,241,24.3,0,50.43,12.14,1.43,0.74,0,6.75,16.14,0.27,0.27,3.4,98,6.5,2.3,6.7,45.8,0,824.6,489.6,11.1,0.4,9.8,0.59,81,142,44,6226,266,-50,316,19,164,164,10,1344,236,8,75,658,47,52,646,52,179
snspnns,sn,266,sp,Sugar Pine Reservoir,n,ns,snspnns,39.12825,-120.79611,1171,20.4,9.6,0,0,0,0,5.71,0,0,0,0,0,31,650.6,15.9,11.9,5.5,75.8,5.87,58.8,344.9,19.9,0.9,3.4,5.87,123,135,44,6135,301,-1,302,54,204,205,54,1528,275,6,80,752,32,47,752,199,235
snspnse,sn,266,sp,Sugar Pine Reservoir,n,se,snspnse,39.13082,-120.78810,1134,359,21.1,5.21,26.86,0.5,0.71,3.67,0.29,44,11.39,5.56,5.56,5.6,142,16.1,54.6,6.6,38.2,3.6,1010,572.9,10.8,0.7,12,0.57,124,136,44,6208,303,-2,305,61,206,207,54,1497,268,6,80,736,32,46,735,81,161
snspsns,sn,266,sp,Sugar Pine Reservoir,s,ns,snspsns,39.12400,-120.79579,1161,197.6,19.4,0,0,0,0,6,0,61.43,0,0.28,0.39,6.2,153.6,10.3,7.4,5.5,100.3,5.16,54.7,282,17.8,0.8,3,5.16,125,137,44,6190,305,-1,306,62,207,209,56,1454,260,6,79,715,30,45,713,197,221
snspsse,sn,266,sp,Sugar Pine Reservoir,s,se,snspsse,39.13000,-120.78797,1139,197,13.7,0.19,6.86,3.36,0.71,2.94,0.57,60,5.31,1.69,1.69,6.7,164,14.6,28.9,6.6,28.6,1.9,442.4,694.8,10.2,0.5,7.7,1.57,124,136,44,6208,303,-2,305,61,206,207,54,1497,268,6,80,736,32,46,735,81,161
snsrnns,sn,1213,sr,Soapstone Ridge,n,ns,snsrnns,37.69320,-119.93920,1134,107.6,21.4,9,0,0,0,7.14,0,77.57,4.29,0.57,1.43,8.9,207.8,12.1,8.3,5.7,209.6,9.26,143.7,1331,16.5,2.2,10.7,9.26,122,148,45,6405,313,-11,324,49,207,208,49,1007,178,3,80,498,21,26,498,190,205
snsrnse,sn,1213,sr,Soapstone Ridge,n,se,snsrnse,37.68830,-119.94083,1080,61,12.9,2.43,6.71,1.14,0.14,1.16,0.57,75,0.94,2.37,2.37,4.7,124,12.5,4.2,6.3,67.6,4.7,150.5,1166,13.5,0.9,8.1,7.75,126,149,45,6417,318,-8,326,52,211,212,52,981,175,3,81,489,20,24,489,191,185
snsrsns,sn,1213,sr,Soapstone Ridge,s,ns,snsrsns,37.69163,-119.94040,1122,213.4,23.7,0,0,3,0,7.43,0,62,15.29,0.88,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,149,45,6417,318,-8,326,52,211,212,52,981,175,3,81,489,20,24,489,190,205
snsrsse,sn,1213,sr,Soapstone Ridge,s,se,snsrsse,37.68840,-119.94133,1084,148,14.7,3.29,4.86,15.43,0.71,0.59,0.57,72,0.17,1.56,1.56,3.4,97,4.6,6.8,6.2,103,13.4,126.7,573.6,9.4,0.6,4.8,4.53,126,149,45,6417,318,-8,326,52,211,212,52,981,175,3,81,489,20,24,489,191,185
sntcnns,sn,278,tc,Traverse Creek,n,ns,sntcnns,38.87741,-120.80576,773,63.1,24.7,1.43,0,0,0,6.29,0,60,4.71,0.26,0.39,13.6,301.2,8.2,4.4,5.8,294,5.51,345.1,1900,15.8,3.1,16.2,5.51,141,138,44,6285,324,11,313,76,224,226,70,1236,226,5,80,614,23,36,611,212,220
sntcnse,sn,278,tc,Traverse Creek,n,se,sntcnse,38.87468,-120.81490,703,304,17.4,16.03,22.43,0.14,2.71,5.86,0.43,62.8,14.43,1.66,1.66,5.9,147,18.7,6.6,6.2,113,3.7,367.3,1024,11.7,1.2,9.6,2.79,142,143,44,6291,328,9,319,70,225,227,70,1155,216,4,81,576,21,32,576,191,184
sntcsns,sn,278,tc,Traverse Creek,s,ns,sntcsns,38.87572,-120.80671,792,196.9,18.7,0,0,2.57,0,5.14,0,88.57,7.14,1.06,3,14.7,323,4.7,8.4,6.3,217.5,5.92,309.6,1834,16.6,1.4,13.8,5.92,141,138,44,6285,324,11,313,76,224,226,70,1236,226,5,80,614,23,36,611,209,213
sntcsse,sn,278,tc,Traverse Creek,s,se,sntcsse,38.87633,-120.81697,713,187,16.9,6.14,33.57,4.64,11,3.77,0.14,39.3,15.67,1.33,2.5,4,109,16.4,2.4,7,59.1,0.4,1163,311.9,11.1,0,11.3,0.27,143,143,44,6250,328,9,319,71,225,226,71,1146,215,4,81,572,21,32,572,198,208
sntinns,sn,1787,ti,Tivy Mountain,n,ns,sntinns,36.81438,-119.36427,239,4.9,16,0.14,0,20.43,0,0.5,0,0,79.57,0,0,5.9,148.8,5.9,9.8,6,223.7,0.49,2000,980.5,19.2,3.9,25.9,0.49,163,143,43,6827,354,22,332,93,252,252,80,572,110,1,84,302,6,6,290,179,117
sntinse,sn,1787,ti,Tivy Mountain,n,se,sntinse,36.81482,-119.37013,221,198,12.9,4.64,9.14,5.29,27.29,0.24,0,0,70,0,0,2.5,80,1,4.7,6.7,95.2,11.5,1803,432.3,10.8,0.8,18.1,0.24,170,151,44,6852,365,24,341,100,258,258,84,432,84,0,83,229,4,4,219,170,115
sntisns,sn,1787,ti,Tivy Mountain,s,ns,sntisns,36.81395,-119.36488,243,277,18,3,16.43,30.71,0,0,0,0,50.71,0,0,4.9,127.8,4,9.3,6.6,124.7,0.42,1474,619.8,17.1,1,16.6,0.42,163,143,43,6827,354,22,332,93,252,252,80,572,110,1,84,302,6,6,290,165,114
sntisse,sn,1787,ti,Tivy Mountain,s,se,sntisse,36.81467,-119.37050,222,284,14,0.14,1,16.57,37.86,0.17,1.07,18,68.57,2,2,2.4,79,2.6,8.9,6.8,147,9.2,1840,460.6,11.5,0.6,18.4,0.25,170,151,44,6852,365,24,341,100,258,258,84,432,84,0,83,229,4,4,219,167,99
snwanns,sn,252,wa,Washington,n,ns,snwanns,39.35306,-120.79863,849,74.4,31.4,28.57,1.43,0.71,0,5.86,0,74.29,18,1.07,2.23,19.5,420.4,42.8,16.8,5.9,242.4,8.3,176.6,1465,41.9,2,11.5,8.3,121,152,47,6140,310,-13,323,48,201,201,48,1479,268,5,79,730,31,31,730,56,231
snwanse,sn,252,wa,Washington,n,se,snwanse,39.35727,-120.81013,803,9,27.3,35.43,19.14,0.36,0.07,2.84,0,44,17.81,4.43,4.43,4.1,112,4.8,1,6.7,32.5,0,1232,493.1,8.6,0.6,13.3,0.4,124,155,47,6149,316,-12,328,50,204,204,50,1406,259,4,79,699,28,28,699,60,160
snwasns,sn,252,wa,Washington,s,ns,snwasns,39.35329,-120.79726,830,213.9,25,0,0,0,0.14,5.86,0,57.86,8,0.9,1.39,5.4,138.8,24.3,17.4,6.4,164.4,9.07,80.9,733.4,15.4,0.5,5.3,9.07,121,152,47,6140,310,-13,323,48,201,201,48,1479,268,5,79,730,31,31,730,56,231
snwasse,sn,252,wa,Washington,s,se,snwasse,39.35703,-120.80988,814,122,21.6,2.93,16.71,2.29,1.57,3.4,0,45.76,8.64,2.4,3.14,5.2,134,2.5,1,6.9,39.1,0,1170,525.6,11,0.2,12.6,0.45,124,155,47,6149,316,-12,328,50,204,204,50,1406,259,4,79,699,28,28,699,60,160
snwlnns,sn,249,wl,Woodleaf,n,ns,snwlnns,39.45922,-121.18016,838,17.4,27.9,0.29,0,0,0,6,0,62.86,1,4.79,7.03,13.1,292.6,8.2,12.1,5.8,157,5.05,31.5,159,16.3,0.4,1.9,5.05,120,148,46,6044,307,-11,318,49,199,199,49,1571,308,2,84,812,23,23,812,84,230
snwlnse,sn,249,wl,Woodleaf,n,se,snwlnse,39.51165,-121.18707,981,96,7,1,17.71,5.36,9,1.6,0.43,41,27.57,3,4.89,5.1,132,1,1,6.4,41.5,0,1321,256.1,13.5,1.2,13.5,0.19,115,147,47,5930,299,-13,312,46,192,193,46,1488,305,2,84,794,23,31,794,212,219
snwlsns,sn,249,wl,Woodleaf,s,ns,snwlsns,39.45369,-121.18184,847,202.1,18.9,1.14,0,0,0,6.86,0,92.14,0.43,4.11,7.2,26.7,563.4,10.3,16.6,5.3,135.6,5.83,53.4,311.5,17.2,1.1,3.5,5.83,121,148,46,6053,308,-11,319,49,200,200,49,1575,308,2,84,813,23,23,813,197,229
snwlsse,sn,249,wl,Woodleaf,s,se,snwlsse,39.50795,-121.18632,941,162,6.9,0.14,1.71,4.57,7.14,4.47,9.71,0,22.43,1.13,14.81,5.7,143,1,1,6.3,47.1,2.3,818.2,799.9,13,1.3,12.2,0.98,115,147,46,5965,302,-13,315,46,194,194,46,1507,306,2,84,798,23,23,798,209,219
